Exajoules,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Middle Africa,0.137816429,0.141480756,0.14013919,0.145432061,0.152206969,0.159613702,0.181338027,0.187819227,0.210255288,0.215609161,0.204742839,0.200316611,0.212731148,0.23691654,0.238251327,0.249554863,0.26451651,0.256862408,0.284387541,0.270737918,0.303905334,0.301812524,0.308471274,0.324041397,0.341691164,0.316984443,0.299676668,0.307507715,0.305073118,0.295787995,0.307066417,0.307922102,0.306291318,0.295561344,0.30783242,0.341328399,0.347302231,0.401794507,0.432025119,0.474467865,0.47236872,0.543780673,0.562063036,0.61452799,0.649038762,0.709764468,0.748476083,0.812493682,0.915187904,0.956327499,0.95247253,0.960859722,0.952531037,0.986598013,1.007905541,0.993460057,1.063904547
Western Africa,0.207293911,0.219364045,0.225067292,0.235338775,0.260773426,0.283111405,0.342974062,0.368220005,0.418034998,0.435140337,0.471148427,0.529057914,0.58927573,0.619300574,0.691564806,0.739640271,0.828725302,0.863875474,0.792580945,0.728753368,0.78152845,0.772502549,0.808044706,0.862748369,0.908784631,0.886184075,0.945515988,1.021781315,1.027006994,1.013577144,1.044642712,1.131109855,1.12702269,1.148094229,1.14874442,1.233928576,1.337757225,1.465199873,1.445024006,1.487658548,1.544393139,1.406138134,1.500973211,1.609958705,1.506035331,1.58771975,1.728455679,1.818827601,1.839055895,1.895381861,2.168012018,2.207753991,2.367402588,2.643860247,2.720012648,2.756904011,2.978847519
Other Northern Africa,0.078959962,0.083726264,0.088411271,0.098180034,0.104567006,0.118232275,0.105119512,0.131457787,0.173468651,0.187767003,0.209073406,0.247610316,0.281418837,0.31398877,0.410795176,0.433609667,0.463635342,0.469214084,0.503936003,0.494543237,0.557390668,0.570765534,0.632120033,0.642373657,0.692107745,0.673402893,0.667991641,0.666306261,0.708543782,0.772421067,0.814980139,0.83491446,0.868859366,0.904197961,0.894132705,0.962575575,0.984103564,0.976506861,1.009967017,1.090436522,1.114726803,1.123985129,1.093862869,1.142580136,1.217266253,1.255925163,0.90585326,1.08397513,1.165403873,1.148006686,1.138571705,1.171017475,1.154894597,1.164826735,1.158873016,1.042609009,1.222163141
Other Southern Africa,0.003362157,0.004571797,0.005050284,0.00564687,0.006193941,0.007266397,0.00768203,0.008116827,0.009151096,0.011326857,0.012419582,0.015585883,0.017033554,0.032650906,0.034519435,0.035702402,0.037157383,0.037403992,0.035194804,0.036500973,0.039464653,0.042026515,0.043049159,0.04660844,0.050395816,0.090812036,0.09257466,0.099670175,0.09993894,0.101911363,0.110814418,0.104661883,0.109045295,0.121255906,0.130845413,0.133768578,0.135768365,0.135531788,0.135707153,0.136630704,0.147089526,0.14480534,0.15035021,0.15536546,0.161582574,0.147628171,0.165985171,0.183420258,0.183382179,0.198917792,0.200414704,0.194931167,0.207038385,0.203380921,0.203039171,0.193040943,0.195013647
Total Africa,2.575517276,2.696909761,2.724616929,2.877847987,2.957075587,3.210308722,3.428740255,3.627741044,3.929088676,4.118364695,4.367535248,4.747758231,5.009447497,5.20170526,5.667242209,6.088421211,6.830163378,7.280457541,7.500971432,7.732775848,8.046945986,8.227470857,8.489895444,9.090023805,9.110790792,9.411938769,9.402774269,9.542395204,9.559919274,9.894872091,10.30475305,10.56589106,10.78121822,10.94730122,11.28728981,11.54890671,11.9504201,12.14978272,12.73784134,13.64055691,13.67605959,13.94894889,14.47091759,15.3457298,15.59142213,16.07448488,16.20701501,16.82444649,17.29635876,17.7718029,18.19103022,18.66933302,19.13455946,19.5818796,19.99322156,18.88563163,19.99466575
Australia,1.532736107,1.605965542,1.703134935,1.806097513,1.880741749,2.052365825,2.155707442,2.253942063,2.409681329,2.562843911,2.60604077,2.696717536,2.829486677,2.920395162,3.02864914,3.03928907,3.088057979,3.059710133,2.955381088,3.068712132,3.159251727,3.22165795,3.316254448,3.468422475,3.643501675,3.71901411,3.691101119,3.751877701,3.83068186,3.979677923,4.155476266,4.277292753,4.382236949,4.486790047,4.670450336,4.698934292,4.735387176,4.830282402,4.89910435,5.055998935,5.077260719,5.295016584,5.422201433,5.514283684,5.434360348,5.43181918,5.600592144,5.5183499,5.58835403,5.626763984,5.758417781,5.781415512,5.760971214,5.83645841,6.044069517,5.736940993,5.720003054
Bangladesh,0,0,0,0,0,0,0.048264767,0.054686168,0.070128912,0.074687584,0.076791993,0.089614841,0.091577558,0.097286129,0.10726163,0.125101376,0.132622902,0.146308848,0.144684692,0.15639308,0.173786772,0.189131673,0.208744368,0.232474941,0.250611289,0.265883052,0.256516594,0.279757991,0.307568717,0.326484268,0.385591052,0.403928872,0.424406929,0.452013053,0.457147324,0.490034988,0.560105961,0.577841132,0.61242715,0.633472257,0.683131895,0.740129904,0.757520756,0.801551937,0.880796973,0.90194697,0.980171074,1.049273473,1.08116416,1.125317322,1.308720602,1.330791778,1.382938529,1.464803471,1.629306924,1.579702617,1.653675346
China,5.530299324,6.009508457,5.403846455,5.460105296,6.642670197,8.502114261,10.08044705,10.86781164,11.47281506,11.83234213,13.24958953,13.94937566,15.21054826,16.67531802,17.17857264,17.37912239,17.14985924,17.91673292,19.07171367,20.46652059,22.14133543,23.19878234,25.02086013,26.8816037,28.21117132,28.57769777,30.01539901,31.58535138,34.04748224,36.17572412,37.26957093,39.26681804,39.53208171,39.60203815,40.98984536,42.48102382,44.89222836,48.88976636,56.94752257,66.63288669,75.69779323,82.974124,90.17745786,93.66840582,97.77203631,104.5950474,112.8008691,117.4332839,121.852246,125.4095146,127.0188762,129.1548552,133.6037137,138.8828493,143.922566,147.5804732,157.6472254
China Hong Kong SAR,0.094687243,0.102692959,0.121294094,0.131141122,0.154079783,0.165534032,0.174814767,0.198554721,0.205927483,0.210807083,0.198457536,0.234327506,0.253021682,0.262860673,0.269146653,0.275024968,0.293073079,0.321661076,0.341074764,0.349425983,0.362765692,0.380127299,0.417670201,0.481136694,0.514294048,0.501687875,0.519801893,0.611744105,0.667808298,0.605134423,0.650450304,0.650127678,0.657695199,0.670441558,0.679038316,0.71091115,0.89791281,0.8763571,0.905059593,1.013496966,0.972325717,1.028708906,1.094452061,1.018271833,1.111890019,1.156232518,1.185591802,1.139362036,1.170197337,1.142048597,1.175382335,1.206411375,1.294180888,1.309233949,1.241018805,0.929132816,0.875686276
India,2.230025157,2.298289754,2.370360538,2.534346851,2.809569671,2.74946686,2.859790588,3.009090878,3.071965451,3.254355471,3.499240442,3.67003479,3.881952026,4.03550219,4.258652137,4.386956246,4.857424342,4.809776467,5.058180643,5.403306785,5.703345685,6.104126141,6.490272963,7.06428536,7.716289042,8.282524513,8.739587346,9.189980126,9.41849304,9.925636566,10.66722484,11.0938728,11.70723566,12.41818792,12.77815992,13.42265168,13.47786917,13.91670459,14.41468148,15.65129454,16.57299639,17.45899348,18.94720102,20.0545086,21.61164912,22.5700519,23.94255798,25.3731164,26.25964002,28.07918297,28.9087283,30.16396772,31.32377633,33.33726204,34.14827042,32.1908858,35.42836866
Indonesia,0.30425769,0.302025904,0.298430115,0.318331056,0.359229944,0.385041005,0.366847302,0.389041358,0.438745478,0.470175661,0.575727535,0.604681476,0.799506108,0.899478104,1.024067507,1.100199671,1.179552158,1.202678632,1.273642763,1.40196971,1.486744689,1.587691812,1.675782657,1.769051276,1.961529427,2.160644103,2.350578183,2.580697075,2.749833658,2.878728315,3.133022352,3.359327303,3.645702887,3.584047648,3.913148434,4.188876561,4.486751241,4.608195207,4.999179088,4.950996009,5.094200764,5.200793164,5.576480726,5.627998342,5.806811176,6.366625216,6.785083993,7.0286446,6.778798695,6.86464865,7.003192416,7.072464257,7.390629497,8.194866622,8.746008034,8.098667004,8.309739918
Japan,6.564829697,7.249915809,8.298127692,9.250928445,10.53764068,11.77696406,12.54125908,13.13777644,14.57616976,14.64576996,13.99196432,14.50304747,14.6044925,15.21365031,15.81482695,15.3518804,15.13661909,14.55835212,14.75485008,16.00662956,16.13163396,16.154049,16.47890425,17.52474817,18.12730437,18.78713925,19.2104768,19.41098169,19.70341186,20.44073767,21.48542306,21.90049119,22.32206323,21.87648181,22.23469452,22.47291306,22.26014151,22.29278493,22.21276211,22.46943395,22.5469297,22.4953339,22.25450472,21.86365785,19.94980751,21.26726693,20.14408261,19.98913771,19.84350747,19.34156132,19.06748523,18.82305935,19.05243271,18.9508772,18.50738821,17.13192222,17.74027404
Malaysia,0.11911107,0.137780979,0.147967487,0.153009809,0.167884554,0.15934691,0.177991999,0.198259739,0.208897263,0.211782006,0.218426861,0.243899622,0.285300079,0.37896891,0.435852404,0.455801639,0.471209118,0.504578917,0.579462744,0.624497963,0.618781582,0.679171596,0.700305135,0.736569448,0.8243724,0.86754787,1.086717921,1.225995785,1.233052698,1.309453904,1.43262421,1.599383212,1.855624957,1.783588196,1.905942735,2.200662112,2.253251278,2.372893615,2.570918081,2.77781347,3.006328396,3.041205239,3.243930674,3.358027036,3.251745978,3.357392505,3.415949538,3.737089037,3.911032124,3.950237207,4.011648436,4.222105453,4.27806506,4.354111244,4.469520545,4.102116331,4.190895437
New Zealand,0.306784521,0.325977165,0.328827357,0.336510977,0.342277727,0.380911127,0.39888475,0.425658849,0.442714287,0.450847053,0.457983347,0.472901346,0.481340651,0.475135335,0.481946884,0.48463778,0.485780194,0.501314561,0.521113038,0.549002264,0.555111552,0.598751666,0.604233063,0.632822165,0.567452281,0.67069244,0.683784847,0.684934159,0.704953077,0.745559031,0.772230681,0.783950399,0.786029234,0.78583502,0.790392326,0.826628091,0.817421496,0.847649047,0.820188613,0.849574627,0.823275433,0.830410534,0.827525293,0.830273975,0.827474324,0.845690198,0.850986049,0.856668272,0.863567085,0.902762204,0.907937768,0.91707872,0.933899621,0.927203404,0.949831619,0.861220682,0.841422425
Pakistan,0.296008042,0.298226582,0.330190428,0.374871737,0.376674436,0.370625522,0.346450308,0.32229821,0.344361988,0.373049385,0.391606019,0.397676534,0.430384175,0.460830609,0.502359089,0.557095211,0.598964895,0.660567186,0.706149675,0.747323996,0.78538964,0.832463255,0.93379152,0.992019311,1.052081414,1.099792627,1.165322438,1.224102919,1.354728968,1.401774872,1.478446322,1.574735389,1.52238432,1.633855953,1.705399465,1.741515496,1.782540552,1.850793625,2.015736279,2.243023069,2.327343152,2.452794506,2.607878033,2.620793399,2.655339946,2.666737515,2.664945998,2.476209765,2.706272398,2.793367168,2.93709218,3.202947718,3.390709797,3.497546081,3.540720574,3.515312822,3.856714938
Philippines,0.197228667,0.213083917,0.239332859,0.270270933,0.289502043,0.329419747,0.376829267,0.373123464,0.435434741,0.405676157,0.439133331,0.456434301,0.491956647,0.513379352,0.535133652,0.526640838,0.524874894,0.510133566,0.551858399,0.503136722,0.486211853,0.493821702,0.534164409,0.589094023,0.637217476,0.661646928,0.640125711,0.741681362,0.767244852,0.815204743,0.90774273,0.976243096,1.049852789,1.065665402,1.087553781,1.08512768,1.068517222,1.0614604,1.099410619,1.136261007,1.131318419,1.098437626,1.141511547,1.179981313,1.19198571,1.227303678,1.252372077,1.292903111,1.38531599,1.456494841,1.596435382,1.744010204,1.913440596,1.966883345,2.025710027,1.835846884,1.961677818
Singapore,0.172396822,0.197077409,0.236721665,0.294244337,0.289146659,0.313939342,0.27251235,0.341235311,0.321575838,0.317010669,0.309549469,0.367170785,0.368548676,0.379345111,0.404399942,0.401656161,0.462095298,0.449617141,0.476321671,0.500769127,0.510817133,0.593121778,0.623652128,0.721546581,0.8227352,0.983172958,1.001933814,1.074914879,1.17436298,1.343100696,1.400187182,1.412917692,1.486082338,1.506633407,1.491574312,1.594851971,1.811114793,1.779231793,1.681165615,1.881749747,1.977252162,2.175598785,2.335935504,2.485135,2.672618866,2.872354932,2.986438582,2.999197639,3.065352974,3.154365023,3.354355428,3.480651669,3.589979773,3.609587755,3.533346978,3.439437605,3.45670803
South Korea,0.269341451,0.326766021,0.375424306,0.43027074,0.519593583,0.602876868,0.65228467,0.676270376,0.836414319,0.8696509,0.956149626,1.069670091,1.229937064,1.377739474,1.588146048,1.634514903,1.711220683,1.711977465,1.861361804,2.032963796,2.247010347,2.521691818,2.795354713,3.120132455,3.391998237,3.837731804,4.340213704,4.894978486,5.367889019,5.78870996,6.324981654,6.985563683,7.672042288,7.015405632,7.644843644,8.085286339,8.280429642,8.661925597,8.9398713,9.148878807,9.458854299,9.614092432,9.901901613,10.0663698,10.12172656,10.96235588,11.49941298,11.63976084,11.68300234,11.79278971,11.99779991,12.34599174,12.48366371,12.67605178,12.51122119,11.98634979,12.57552414
Sri Lanka,0.037633738,0.038812186,0.039768047,0.041338855,0.042936825,0.071148889,0.072471922,0.076019358,0.07867518,0.067544344,0.070471707,0.069293984,0.074448654,0.078076386,0.082116281,0.082848335,0.08698603,0.093711972,0.092423237,0.097974092,0.09250528,0.097370713,0.100127401,0.099058194,0.096463768,0.107593166,0.107375624,0.115194502,0.125643075,0.1361141,0.146657621,0.154277474,0.15924118,0.169760206,0.182589411,0.192767837,0.187318652,0.19263289,0.198222054,0.192624777,0.22243103,0.238802561,0.242784596,0.228872892,0.232055423,0.250617228,0.272084302,0.280628846,0.285170879,0.306437909,0.343882449,0.373807153,0.366540431,0.377817551,0.389399725,0.371701002,0.382358564
Taiwan,0.253287621,0.271353853,0.296163594,0.340227722,0.356121318,0.387641359,0.486796091,0.520093553,0.607803856,0.582060455,0.641233476,0.780784234,0.856814422,1.012198523,1.074492222,1.132810355,1.060812396,1.184449765,1.310173036,1.36674179,1.430434378,1.556730604,1.685136056,1.861274281,1.975441096,2.104487939,2.225238259,2.364332617,2.50102199,2.654154349,2.820996436,2.938013872,3.110620058,3.297768591,3.450040494,3.680346014,3.79776753,3.948366211,4.125719487,4.299370016,4.356733564,4.471840841,4.659428911,4.505539618,4.38593728,4.702316527,4.668450145,4.63703116,4.736510151,4.84169924,4.837110153,4.869479334,4.862488887,4.92861632,4.840092842,4.702096579,4.97798276
Thailand,0.1105435,0.131737146,0.150042216,0.192498105,0.203307836,0.242184779,0.268261256,0.3255365,0.345196104,0.359154164,0.396422245,0.418623549,0.460521739,0.491193076,0.522026178,0.523301147,0.526312367,0.539360871,0.591295984,0.655618096,0.685050423,0.729236634,0.832411567,0.936785426,1.084139887,1.287586599,1.420477044,1.554713106,1.765545315,1.979178306,2.215256365,2.506871396,2.637271898,2.429664975,2.576644666,2.671020494,2.816918282,3.053721358,3.283570842,3.564835148,3.677863727,3.756494248,3.92248565,3.977994211,4.129547086,4.40053856,4.513331277,4.834079783,4.860138386,5.012324243,5.124375809,5.228761769,5.321154424,5.483753274,5.486220932,5.06976026,5.109656198
Vietnam,0.106037871,0.185334657,0.255387026,0.264837899,0.312804653,0.326316499,0.290969158,0.282004025,0.29763728,0.221364623,0.246062416,0.142439734,0.152370243,0.158058608,0.170340838,0.19493937,0.195387969,0.208696783,0.218166894,0.220095771,0.221942546,0.240595588,0.270894314,0.270778049,0.258073212,0.277660892,0.282651064,0.308854086,0.35270062,0.394003206,0.457749789,0.524781818,0.604505932,0.653796598,0.676976329,0.770936231,0.871361572,0.95311899,1.027183325,1.251988414,1.33124859,1.220285608,1.332985888,1.645950899,1.683811366,1.944810867,2.149711041,2.254452855,2.381732616,2.633678675,2.996241465,3.238302954,3.484597254,3.910131697,4.339456753,4.222682719,4.319793147
Other Asia Pacific,0.723049151,0.764085183,0.825959669,0.885614862,0.937925334,0.999117147,1.094136374,1.154909359,1.190074386,1.272891719,1.281457985,1.361203804,1.426303342,1.501662339,1.61524878,1.718357637,1.772271491,1.847152821,1.912822015,1.982190605,2.067005926,2.111343954,2.050162194,2.081733029,2.029541648,1.994157642,1.926020175,1.750757583,1.676544854,1.611483076,1.595318828,1.488705747,1.472854555,1.412377879,1.492941493,1.594340193,1.634301981,1.596949745,1.699039266,1.73136514,1.807851797,1.887354254,1.84917285,1.93570948,1.76724028,1.955431949,1.94454388,2.052387148,2.023641571,2.172022271,2.244209866,2.465547015,2.844604716,3.032060585,3.189388565,3.336835434,3.404623231
Total Asia Pacific,18.84825767,20.45863352,21.42097848,23.08464626,26.22210699,29.81501423,32.66471914,34.60631202,37.35421872,38.18201328,39.60630861,41.52789726,43.92851049,46.93107831,49.09323898,49.37017751,49.73312413,50.22678125,52.4206762,56.13327205,58.85912462,61.28986552,64.73872152,69.46353558,73.16421779,76.18666153,79.66332155,83.35084955,87.74896712,92.51085953,97.29895062,101.8973024,105.0279321,104.844352,108.7273829,112.908828,116.6313392,122.310675,132.4517618,145.4850636,156.765139,165.9804166,176.2953591,181.3833257,185.4868343,197.4745399,207.6571746,214.5915765,220.4756443,226.605216,230.5918917,235.6216489,243.2777871,252.740114,259.5135376,256.6910848,272.4523294
Total World,155.8832936,164.2025614,170.3845688,180.6932596,192.8150231,205.0818995,213.4547745,224.8898627,238.0496223,239.4999201,240.6724485,253.5213114,262.8410413,273.4819073,282.8741158,280.5596435,279.3802837,277.8499722,282.3486132,295.8281182,303.4704187,310.2619556,321.0828479,333.2175867,339.6752356,343.8982302,346.3732811,348.5526436,351.2910679,355.7747897,363.7764543,374.193388,377.9907705,380.42068,387.0462685,396.8816916,400.7565508,409.5339762,424.088967,444.9708322,459.2337281,472.2877357,486.9124125,492.5275802,485.0188767,508.6771577,520.8978299,528.1757945,537.5618927,543.5204925,548.1381374,555.9076193,566.6628546,582.381476,587.4262409,564.0117883,595.1508499
of which: OECD,110.0100912,115.4114044,119.9872841,127.9225187,136.3642601,144.0000156,147.9199595,155.4095372,164.2568653,162.180287,158.8691537,167.2963296,171.1148945,176.4719867,181.2781549,176.4691973,172.6704447,167.6131848,168.1074904,175.8143519,180.0679037,182.366153,187.5352379,193.8738423,197.3982335,198.5397158,200.1925158,202.0538561,205.0105791,208.4860938,214.0950135,221.2485982,223.5655089,224.3445712,227.5918053,231.9378125,230.2418761,232.4190576,234.4252275,238.7589738,240.1098973,240.6703335,242.1305225,239.4552032,227.9224184,236.3169421,233.9599985,231.8130942,234.0799315,232.1319017,232.8525873,233.8537033,235.8553642,239.689879,237.4133279,220.1958498,229.8864588
                 Non-OECD,45.87320245,48.79115694,50.3972847,52.77074093,56.45076307,61.08188392,65.53481505,69.48032543,73.79275701,77.31963301,81.80329476,86.22498183,91.72614681,97.00992061,101.5959609,104.0904462,106.709839,110.2367874,114.2411228,120.0137663,123.402515,127.8958027,133.5476099,139.3437444,142.2770021,145.3585144,146.1807652,146.4987875,146.2804887,147.288696,149.6814409,152.9447898,154.4252616,156.0761089,159.4544633,164.9438791,170.5146747,177.1149186,189.6637395,206.2118584,219.1238308,231.6174022,244.78189,253.0723769,257.0964582,272.3602156,286.9378314,296.3627004,303.4819612,311.3885907,315.28555,322.053916,330.8074903,342.691597,350.0129129,343.8159385,365.2643911
                 European Union #,33.89968253,35.06334908,36.28394928,38.86973738,42.09079739,45.18206451,46.6211957,49.15436399,51.95589926,51.44527526,51.17810521,54.39134598,55.20951959,57.47010034,59.55892341,58.55254045,56.87116283,55.53047201,55.78474932,57.48122595,60.43325973,61.3063256,62.58106275,63.10623823,63.26163288,62.96207423,62.68141819,61.48147647,61.01650994,60.7838948,62.28524721,64.19472734,63.95087715,64.60874012,64.30671982,64.79322292,66.09134226,65.66283019,66.94079712,67.87833467,67.92045387,68.43465937,67.60533239,67.34114344,63.36386389,65.80796356,63.86807461,63.17367605,62.68953882,60.48300601,61.26221279,61.95133155,62.54748848,62.76711081,61.77148194,57.0661748,60.11241476
